TIV,Kotor,13.23,37.85,62
TIV,Perast,15.44 ,47.25 ,75.71 
TIV,Herceg Novi ,22.05 ,68.00 ,120.00 
TIV,Budva,13.23 ,45.15 ,75.71 
TIV,Becici,13.23 ,47.41 ,75.71 
TIV,Petrovac,15.44 ,65.00 ,95.00 
TIV,Dubrovnik airport,0.00 ,148.84 ,200.00 
TIV,Dubrovnik City,0.00 ,159.86 ,237.00 
TIV,Tivat,13.23 ,37.85 ,59.48 
TIV,Porto Montenegro,13.23 ,37.85 ,59.48 
TIV,Radovici,13.23 ,37.85 ,59.48 
TIV,Ulcinj,22.05 ,120.00 ,189.00 
TIV,Igalo,24.26 ,72.00 ,125.00 
TIV,Njivice (Iberostar HN),24.26 ,72.00 ,125.00 
