TIV,Kotor,5,30,48
TIV,Perast,7.00 ,35.00 ,55.00 
TIV,Herceg Novi ,9.00 ,55.00 ,90.00 
TIV,Budva,6.00 ,35.00 ,60.00 
TIV,Becici,6.00 ,38.00 ,60.00 
TIV,Petrovac,7.00 ,50.00 ,75.00 
TIV,Dubrovnik airport,,120.00 ,160.00 
TIV,Dubrovnik City,,130.00 ,190.00 
TIV,Tivat,5.00 ,28.00 ,42.00 
TIV,Porto Montenegro,5.00 ,28.00 ,42.00 
TIV,Radovici,5.00 ,28.00 ,42.00 
TIV,Ulcinj,11.00 ,82.00 ,125.00 
TIV,Igalo,11.00 ,55.00 ,95.00 
TIV,Njivice (Iberostar HN),11.00 ,55.00 ,95.00 
